"","chr","start","end","strand","PAnum","tot_tag","coord","refPAnum","ftr","gene_id","biotype","ftr_start","ftr_end","upstream_id","upstream_start","upstream_end","downstream_id","downstream_start","downstream_end","Amp311_R1","Amp311_R2","Amp311_R3","average"
"107439","3",2129582,2129703,"-",38,349,2129627,216,"three_prime_UTR","AT3G06750","protein_coding","2129551","2129764",NA,NA,NA,NA,NA,NA,31.9905057197142,31.5357129232843,48.2185817193024,37.2482667874336
"107440","3",2134782,2134851,"-",19,227,2134801,77,"three_prime_UTR","AT3G06770","protein_coding","2134773","2135118",NA,NA,NA,NA,NA,NA,23.8360630852773,24.4147454889943,19.373537297934,22.5414486240685
"107441","3",2134879,2134893,"-",9,45,2134881,15,"three_prime_UTR","AT3G06770","protein_coding","2134773","2135118",NA,NA,NA,NA,NA,NA,4.39085372623529,4.23867109183929,5.5967996638476,4.74210816064073
"107448","3",2144411,2144520,"-",29,182,2144433,71,"three_prime_UTR","AT3G06790","protein_coding","2144384","2144563",NA,NA,NA,NA,NA,NA,20.6997389951092,19.4978870224607,14.6377837362168,18.2784699179289
"107451","3",2150795,2150870,"-",25,208,2150852,62,"three_prime_UTR","AT3G06820","protein_coding","2150823","2151026",NA,NA,NA,NA,NA,NA,17.5634149049412,22.549730208585,20.2345834000644,20.1159095045302
"107458","3",2158072,2158102,"-",8,44,2158075,21,"three_prime_UTR","AT3G06850","protein_coding","2157908","2158211",NA,NA,NA,NA,NA,NA,2.50905927213445,6.44278005959572,0.8610461021304,3.27096181128686
"107459","3",2158132,2158156,"-",5,32,2158135,22,"three_prime_UTR","AT3G06850","protein_coding","2157908","2158211",NA,NA,NA,NA,NA,NA,3.13632409016806,2.37365581143,5.5967996638476,3.70225985514856
"107466","3",2170173,2170321,"-",36,189,2170272,49,"three_prime_UTR","AT3G06880","protein_coding","2170005","2170533",NA,NA,NA,NA,NA,NA,19.445209359042,17.2937780547043,24.1092908596512,20.2827594244658
"107478","3",2185120,2185166,"-",6,61,2185142,50,"three_prime_UTR","AT3G06930","protein_coding","2185129","2185468",NA,NA,NA,NA,NA,NA,2.50905927213445,6.27323321592214,8.610461021304,5.7975845031202
"107479","3",2185203,2185310,"-",14,32,2185253,8,"three_prime_UTR","AT3G06930","protein_coding","2185129","2185468",NA,NA,NA,NA,NA,NA,3.76358890820168,2.88229634245071,3.8747074595868,3.5068642367464
"107484","3",2189506,2189532,"-",6,76,2189506,63,"intergenic","AT3G01905","ncRNA","2193439","2189434","AT3G01905",2193439,2193635,"AT3G06930",2185129,2189434,2.50905927213445,10.0032637767407,5.5967996638476,6.03637423757426
"107488","3",2194218,2194252,"-",15,185,2194226,93,"three_prime_UTR","AT3G06960","protein_coding","2194208","2194378",NA,NA,NA,NA,NA,NA,10.6635019065714,20.176074397155,21.0956295021948,17.3117352686404
"107501","3",2212725,2212791,"-",26,206,2212734,83,"three_prime_UTR","AT3G07010","protein_coding","2212289","2212972",NA,NA,NA,NA,NA,NA,26.9723871754453,20.5151680845021,18.0819681447384,21.856507801562
"107505","3",2217829,2217851,"-",9,38,2217850,19,"three_prime_UTR","AT3G07020","protein_coding","2217653","2218119",NA,NA,NA,NA,NA,NA,6.27264818033613,2.88229634245071,4.7357535617172,4.63023269483468
"107507","3",2217945,2218037,"-",16,45,2217999,7,"three_prime_UTR","AT3G07020","protein_coding","2217653","2218119",NA,NA,NA,NA,NA,NA,3.13632409016806,4.91685846653357,4.7357535617172,4.26297870613961
"107511","3",2222646,2222718,"-",27,175,2222669,38,"three_prime_UTR","AT3G07030","protein_coding","2222526","2223000",NA,NA,NA,NA,NA,NA,20.0724741770756,18.1415122730721,15.4988298383472,17.904272096165
"107524","3",2243048,2243128,"-",42,287,2243078,65,"three_prime_UTR","AT3G07090","protein_coding","2242998","2243152",NA,NA,NA,NA,NA,NA,26.9723871754453,28.8229634245071,31.8587057788248,29.2180187929258
"107529","3",2245201,2245403,"-",72,588,2245342,225,"three_prime_UTR","AT3G07100","protein_coding","2245164","2245584",NA,NA,NA,NA,NA,NA,58.335628077126,62.2236916282007,55.1069505363456,58.5554234138908
"107539","3",2264903,2264977,"-",20,180,2264942,102,"three_prime_UTR","AT3G07160","protein_coding","2264862","2265141",NA,NA,NA,NA,NA,NA,20.6997389951092,17.1242312110307,19.8040603489992,19.2093435183797
"107550","3",2282217,2282395,"-",32,148,2282333,62,"three_prime_UTR","AT3G07180","protein_coding","2282233","2282454",NA,NA,NA,NA,NA,NA,10.6635019065714,16.1069501489893,15.4988298383472,14.0897606313026
"107558","3",2292750,2292849,"-",20,75,2292825,36,"three_prime_UTR","AT3G07210","protein_coding","2292753","2292999",NA,NA,NA,NA,NA,NA,10.6635019065714,7.12096743429,6.8883688170432,8.22427938596821
"107562","3",2296072,2296186,"-",24,133,2296148,28,"exon","AT3G07215","ncRNA","2296036","2296385",NA,NA,NA,NA,NA,NA,19.445209359042,12.5464664318443,12.0546454298256,14.6821070735706
"107577","3",2317443,2317479,"-",11,35,2317474,11,"intergenic","AT3G07273","protein_coding","2317616","2308456","AT3G07273",2317616,2317926,"AT3G07255",2307082,2308456,1.88179445410084,3.22139002979786,5.5967996638476,3.5666613825821
"107590","3",2324603,2324817,"-",48,304,2324616,60,"three_prime_UTR","AT3G07300","protein_coding","2324603","2324966",NA,NA,NA,NA,NA,NA,20.0724741770756,33.4007282036936,32.28922882989,28.5874770702197
"107592","3",2327816,2327942,"-",57,967,2327901,215,"three_prime_UTR","AT3G07310","protein_coding","2327818","2328056",NA,NA,NA,NA,NA,NA,89.6988689788066,108.509979951086,79.2162413959968,92.4750301086297
"107598","3",2332062,2332118,"-",16,95,2332094,53,"three_prime_UTR","AT3G07320","protein_coding","2332004","2332323",NA,NA,NA,NA,NA,NA,7.52717781640335,11.86827905715,5.5967996638476,8.33075217913365
"107600","3",2335593,2335809,"-",57,251,2335727,44,"three_prime_UTR","AT3G07330","protein_coding","2335612","2336120",NA,NA,NA,NA,NA,NA,22.5815334492101,25.9406670820564,26.6924291660424,25.0715432324363
"107604","3",2340847,2340969,"-",18,49,2340899,12,"three_prime_UTR","AT3G07340","protein_coding","2340845","2341231",NA,NA,NA,NA,NA,NA,11.9180315426386,2.71274949877714,6.0273227149128,6.88603458544286
"107620","3",2358038,2358144,"-",23,85,2358083,38,"three_prime_UTR","AT3G07370","protein_coding","2357907","2358322",NA,NA,NA,NA,NA,NA,6.27264818033613,9.49462324572,8.1799379702388,7.98240313209831
"107633","3",2372377,2372439,"-",15,48,2372412,10,"three_prime_UTR","AT3G07410","protein_coding","2372317","2372484",NA,NA,NA,NA,NA,NA,1.25452963606723,5.934139528575,4.7357535617172,3.97480757545314
"107635","3",2373988,2374086,"-",11,33,2374081,11,"three_prime_UTR","AT3G07420","protein_coding","2373913","2374178",NA,NA,NA,NA,NA,NA,6.27264818033613,3.05184318612429,2.152615255326,3.82570220726214
"107637","3",2384355,2384451,"-",32,1662,2384441,813,"three_prime_UTR","AT3G07460","protein_coding","2384375","2384836",NA,NA,NA,NA,NA,NA,169.988765687109,175.65053004582,152.835683128146,166.158326287025
"107639","3",2384578,2384579,"-",2,29,2384578,23,"three_prime_UTR","AT3G07460","protein_coding","2384375","2384836",NA,NA,NA,NA,NA,NA,9.40897227050419,0.678187374694286,4.305230510652,4.79746338528349
"107646","3",2386825,2386955,"-",41,581,2386946,141,"three_prime_UTR","AT3G07470","protein_coding","2386611","2387344",NA,NA,NA,NA,NA,NA,60.2174225312268,61.2064105661593,53.3848583320848,58.2695638098236
"107653","3",2393690,2393840,"-",49,296,2393690,93,"three_prime_UTR","AT3G07510","protein_coding","2393686","2393894",NA,NA,NA,NA,NA,NA,38.2631539000504,29.3316039555279,26.6924291660424,31.4290623405402
"107656","3",2394916,2395023,"-",18,59,2394946,9,"three_prime_UTR","AT3G07520","protein_coding","2394891","2395120",NA,NA,NA,NA,NA,NA,6.27264818033613,6.10368637224857,5.5967996638476,5.99104473881077
"107666","3",2404565,2404608,"-",14,28,2404577,9,"three_prime_UTR","AT3G07540","protein_coding","2404493","2404762",NA,NA,NA,NA,NA,NA,3.13632409016806,2.54320265510357,3.4441844085216,3.04123705126441
"107671","3",2411307,2411380,"-",42,497,2411369,184,"three_prime_UTR","AT3G07560","protein_coding","2411321","2411615",NA,NA,NA,NA,NA,NA,55.8265688049915,47.3035693849264,55.5374735874108,52.8892039257763
"107677","3",2416221,2416363,"-",32,565,2416258,301,"three_prime_UTR","AT3G07568","protein_coding","2416243","2416493",NA,NA,NA,NA,NA,NA,43.2812724443193,57.8154736926879,66.731072915106,55.9426063507044
"107682","3",2420919,2420969,"-",18,58,2420933,12,"three_prime_UTR","AT3G07580","protein_coding","2420838","2421176",NA,NA,NA,NA,NA,NA,5.0181185442689,4.91685846653357,9.0409840723692,6.32532036105722
"107694","3",2444777,2444921,"-",51,283,2444812,65,"three_prime_UTR","AT3G07660","protein_coding","2444688","2445274",NA,NA,NA,NA,NA,NA,40.7722131721848,30.5184318612429,16.3598759404776,29.2168403246351
"107700","3",2459462,2459647,"-",32,320,2459515,154,"three_prime_UTR","AT3G07700","protein_coding","2459491","2459695",NA,NA,NA,NA,NA,NA,28.2269168115126,31.1966192359371,39.1775976469332,32.8670445647943
"107705","3",2469762,2469873,"-",21,85,2469848,17,"three_prime_UTR","AT3G07740","protein_coding","2469783","2470013",NA,NA,NA,NA,NA,NA,8.15444263443696,8.307795340005,9.9020301744996,8.78808938298052
"107715","3",2489781,2489890,"-",25,209,2489786,122,"three_prime_UTR","AT3G07800","protein_coding","2489387","2489943",NA,NA,NA,NA,NA,NA,19.445209359042,21.5324491465436,21.9566756043252,20.9781113699703
"107726","3",2516317,2516477,"-",29,116,2516362,17,"three_prime_UTR","AT3G07890","protein_coding","2516271","2516638",NA,NA,NA,NA,NA,NA,11.290766724605,12.5464664318443,10.3325532255648,11.3899287940047
"107732","3",2523036,2523284,"-",84,1631,2523208,255,"three_prime_UTR","AT3G07910","protein_coding","2522918","2523366",NA,NA,NA,NA,NA,NA,166.225176778907,178.871920075618,133.892668881277,159.663255245267
"107741","3",2543587,2543710,"-",17,299,2543615,212,"three_prime_UTR","AT3G07980","protein_coding","2543603","2543892",NA,NA,NA,NA,NA,NA,24.4633279033109,32.7225408289993,28.8450444213684,28.6769710512262
"107744","3",2557439,2557575,"-",31,179,2557466,74,"three_prime_UTR","AT3G08020","protein_coding","2557437","2557752",NA,NA,NA,NA,NA,NA,13.7998259967395,17.802418585725,22.3871986553904,17.996481079285
"107761","3",2582331,2582474,"-",49,1095,2582381,546,"three_prime_UTR","AT3G08510","protein_coding","2582362","2582625",NA,NA,NA,NA,NA,NA,107.262283883748,117.835056353132,98.5897786939308,107.89570631027
"107771","3",2586813,2587012,"-",82,1251,2586925,349,"three_prime_UTR","AT3G08530","protein_coding","2586804","2587170",NA,NA,NA,NA,NA,NA,143.643643329697,139.197958656002,86.5351332641052,123.125578416602
"107782","3",2605430,2605687,"-",127,8005,2605530,1982,"three_prime_UTR","AT3G08580","protein_coding","2605435","2605705",NA,NA,NA,NA,NA,NA,856.843741433915,846.716937305816,708.210419002254,803.923699247328
"107785","3",2608463,2608618,"-",48,428,2608505,100,"three_prime_UTR","AT3G08590","protein_coding","2608308","2608682",NA,NA,NA,NA,NA,NA,55.1993039869579,41.538976700025,40.899689851194,45.8793235127256
"107788","3",2615405,2615542,"-",74,2420,2615445,1076,"three_prime_UTR","AT3G08610","protein_coding","2615426","2615686",NA,NA,NA,NA,NA,NA,257.805840211815,255.337546572399,216.553094685796,243.232160490003
"107794","3",2624541,2624648,"-",21,522,2624554,198,"three_prime_UTR","AT3G08650","protein_coding","2624385","2624693",NA,NA,NA,NA,NA,NA,43.2812724443193,56.7981926306464,50.8017200256936,50.2937283668864
"107805","3",2648493,2648545,"-",9,39,2648545,25,"three_prime_UTR","AT3G08720","protein_coding","2648372","2648624",NA,NA,NA,NA,NA,NA,1.88179445410084,5.42549899755429,1.7220922042608,3.00979521863864
"107807","3",2651443,2651545,"-",46,553,2651499,84,"three_prime_UTR","AT3G08730","protein_coding","2651321","2651580",NA,NA,NA,NA,NA,NA,45.7903317164537,58.6632079110557,57.6900888427368,54.0478761567488
"107812","3",2654585,2654724,"-",48,683,2654625,229,"three_prime_UTR","AT3G08740","protein_coding","2654622","2654787",NA,NA,NA,NA,NA,NA,67.7446003476302,71.3792211865736,66.3005498640408,68.4747904660815
"107818","3",2658016,2658029,"-",7,29,2658027,13,"three_prime_UTR","AT3G08760","protein_coding","2657838","2658128",NA,NA,NA,NA,NA,NA,3.13632409016806,1.69546843673571,6.0273227149128,3.61970508060553
"107821","3",2664125,2664275,"-",31,605,2664201,384,"three_prime_UTR","AT3G08770","protein_coding","2664069","2664348",NA,NA,NA,NA,NA,NA,55.1993039869579,61.3759574098329,66.731072915106,61.1021114372989
"107825","3",2666061,2666141,"-",26,122,2666133,28,"three_prime_UTR","AT3G08780","protein_coding","2666063","2666513",NA,NA,NA,NA,NA,NA,12.5452963606723,13.9028411812329,8.610461021304,11.6861995210697
"107833","3",2679472,2679550,"-",24,75,2679497,17,"three_prime_UTR","AT3G08840","protein_coding","2679435","2679728",NA,NA,NA,NA,NA,NA,6.89991299836974,6.78187374694286,10.3325532255648,8.00477999029247
"107838","3",2686519,2686682,"-",40,473,2686600,111,"three_prime_UTR","AT3G08850","protein_coding","2686457","2686977",NA,NA,NA,NA,NA,NA,31.9905057197142,50.5249594147243,53.3848583320848,45.3001078221745
"107845","3",2700301,2700425,"-",21,122,2700408,70,"three_prime_UTR","AT3G08870","protein_coding","2700261","2700499",NA,NA,NA,NA,NA,NA,7.52717781640335,11.6987322134764,17.6514450936732,12.292451707851
"107854","3",2710134,2710164,"-",13,91,2710152,41,"three_prime_UTR","AT3G08910","protein_coding","2710065","2710401",NA,NA,NA,NA,NA,NA,8.15444263443696,10.3423574640879,7.3188918681084,8.60523065554441
"107860","3",2718835,2718967,"-",51,396,2718917,147,"exon","AT3G08943","nontranslating_CDS","2718880","2719393",NA,NA,NA,NA,NA,NA,49.5539206246554,45.09946041717,21.9566756043252,38.8700188820502
"107864","3",2729720,2729812,"-",17,139,2729742,43,"intergenic","AT3G08960","protein_coding","2729743","2722624","AT3G08960",2729743,2737356,"AT3G08943",2718880,2722624,15.6816204508403,11.6987322134764,19.373537297934,15.5846299874169
"107895","3",2768673,2768694,"-",8,78,2768690,41,"three_prime_UTR","AT3G09070","protein_coding","2768641","2768879",NA,NA,NA,NA,NA,NA,6.89991299836974,6.61232690326929,12.0546454298256,8.52229511048821
"107896","3",2768720,2768817,"-",11,59,2768746,32,"three_prime_UTR","AT3G09070","protein_coding","2768641","2768879",NA,NA,NA,NA,NA,NA,5.0181185442689,6.95142059061643,4.305230510652,5.42492321517911
"107904","3",2782675,2782763,"-",27,269,2782742,111,"three_prime_UTR","AT3G09090","protein_coding","2782698","2783164",NA,NA,NA,NA,NA,NA,28.2269168115126,27.297041831445,27.1229522171076,27.5489702866884
"107909","3",2787955,2788017,"-",14,70,2788011,21,"three_prime_UTR","AT3G09100","protein_coding","2787953","2788434",NA,NA,NA,NA,NA,NA,9.40897227050419,7.12096743429,5.5967996638476,7.37557978954726
"107910","3",2788043,2788159,"-",22,97,2788048,29,"three_prime_UTR","AT3G09100","protein_coding","2787953","2788434",NA,NA,NA,NA,NA,NA,11.9180315426386,11.3596385261293,4.7357535617172,9.33780787682838
"107936","3",2823086,2823331,"-",160,22988,2823216,7520,"three_prime_UTR","AT3G09200","protein_coding","2823088","2823363",NA,NA,NA,NA,NA,NA,2184.76336121107,2457.58149904842,2156.92048583665,2266.42178203205
"107940","3",2825250,2825423,"-",60,967,2825357,271,"three_prime_UTR","AT3G09210","protein_coding","2825142","2825421",NA,NA,NA,NA,NA,NA,102.244165339479,103.593121484552,83.0909488555836,96.3094118932049
"107951","3",2840457,2840495,"-",22,1457,2840487,694,"three_prime_UTR","AT3G09260","protein_coding","2840477","2840656",NA,NA,NA,NA,NA,NA,162.461587870706,125.464664318443,197.179557387862,161.70193652567
"107952","3",2840543,2840564,"-",16,198,2840557,62,"three_prime_UTR","AT3G09260","protein_coding","2840477","2840656",NA,NA,NA,NA,NA,NA,22.5815334492101,17.9719654293986,24.1092908596512,21.5542632460866
"107975","3",2861707,2861809,"-",18,59,2861761,9,"three_prime_UTR","AT3G09320","protein_coding","2861379","2862141",NA,NA,NA,NA,NA,NA,5.64538336230251,5.42549899755429,7.7494149191736,6.27343242634347
"107982","3",2889393,2889614,"-",67,967,2889495,520,"three_prime_UTR","AT3G09390","protein_coding","2889406","2889736",NA,NA,NA,NA,NA,NA,86.5625448886385,102.745387266184,96.0066403875396,95.1048575141208
"107992","3",2897775,2897795,"-",6,42,2897795,23,"three_prime_UTR","AT3G09410","protein_coding","2897638","2897949",NA,NA,NA,NA,NA,NA,4.39085372623529,3.89957740449214,5.1662766127824,4.48556924783661
"108001","3",2903218,2903367,"-",80,2428,2903256,1689,"three_prime_UTR","AT3G09440","protein_coding","2902794","2903433",NA,NA,NA,NA,NA,NA,323.041381287311,300.776100676916,59.8427040980628,227.88672868743
"108012","3",2910303,2910516,"-",52,598,2910413,272,"three_prime_UTR","AT3G09455","protein_coding","2910411","2910626",NA,NA,NA,NA,NA,NA,60.8446873492604,67.649190625755,43.9133512086504,57.4690763945553
"108014","3",2911498,2911571,"-",23,135,2911540,45,"three_prime_UTR","AT3G09470","protein_coding","2911455","2911667",NA,NA,NA,NA,NA,NA,8.78170745247058,15.9374033053157,11.6241223787604,12.1144110455156
"108019","3",2914749,2914813,"-",13,77,2914811,37,"three_prime_UTR","AT3G09480","protein_coding","2914701","2914889",NA,NA,NA,NA,NA,NA,9.40897227050419,7.62960796531071,7.3188918681084,8.11915736797444
"108026","3",2928804,2928811,"-",4,32,2928804,25,"three_prime_UTR","AT3G09540","protein_coding","2928752","2929078",NA,NA,NA,NA,NA,NA,3.76358890820168,3.22139002979786,3.0136613574564,3.33288009848531
"108034","3",2934621,2934689,"-",15,65,2934655,26,"three_prime_UTR","AT3G09560","protein_coding","2934592","2934952",NA,NA,NA,NA,NA,NA,6.27264818033613,6.10368637224857,8.1799379702388,6.85209084094117
"108039","3",2942429,2942560,"-",44,260,2942503,100,"three_prime_UTR","AT3G09580","protein_coding","2942158","2942613",NA,NA,NA,NA,NA,NA,26.3451223574117,28.6534165808336,21.0956295021948,25.36472281348
"108064","3",2980228,2980329,"-",19,37,2980273,9,"three_prime_UTR","AT3G09720","protein_coding","2979772","2980482",NA,NA,NA,NA,NA,NA,2.50905927213445,4.23867109183929,3.4441844085216,3.39730492416511
"108068","3",2986579,2986727,"-",66,1323,2986665,332,"three_prime_UTR","AT3G09735","protein_coding","2986398","2986815",NA,NA,NA,NA,NA,NA,127.962022878857,139.537052343349,127.434823115299,131.644632779168
"108074","3",2992651,2992738,"-",23,119,2992704,19,"three_prime_UTR","AT3G09760","protein_coding","2992654","2992974",NA,NA,NA,NA,NA,NA,11.290766724605,11.0205448387821,15.4988298383472,12.6033804672448
"108080","3",2996236,2996300,"-",25,165,2996283,91,"three_prime_UTR","AT3G09770","protein_coding","2996179","2996401",NA,NA,NA,NA,NA,NA,16.9361500869075,15.5983096179686,19.8040603489992,17.4461733512918
"108090","3",3006464,3006582,"-",29,126,3006580,24,"three_prime_UTR","AT3G09800","protein_coding","3006428","3006730",NA,NA,NA,NA,NA,NA,10.0362370885378,13.9028411812329,12.0546454298256,11.9979078998654
"108095","3",3023205,3023300,"-",24,269,3023214,95,"three_prime_UTR","AT3G09850","protein_coding","3023141","3023396",NA,NA,NA,NA,NA,NA,41.3994779902184,25.6015733947093,22.3871986553904,29.7960833467727
"108111","3",3040288,3040304,"-",9,147,3040302,125,"intron","AT3G09920","protein_coding","3038800","3040389",NA,NA,NA,NA,NA,NA,11.9180315426386,14.24193486858,18.9430142468688,15.0343268860292
"108126","3",3056345,3056395,"-",14,68,3056381,22,"three_prime_UTR","AT3G09940","protein_coding","3056375","3056500",NA,NA,NA,NA,NA,NA,4.39085372623529,5.934139528575,11.1935993276952,7.1728641941685
